node_id,word,y_ldt_z,y_ldt_raw_zscore,y_ldt_rt_ms,ldt_accuracy,ldt_obs,ldt_sd,y_naming_z,y_naming_raw_zscore,y_naming_rt_ms,naming_accuracy,naming_obs,length,z_length,log_freq_hal,z_log_freq_hal,lgsubtlwf,z_lgsubtlwf,ortho_n,z_ortho_n,old,z_old,nphon,z_nphon,nsyll,z_nsyll,nmorph,z_nmorph,age_of_acquisition,z_age_of_acquisition,emotional_valence,z_emotional_valence,emotional_arousal,z_emotional_arousal,emotional_dominance,z_emotional_dominance,body_object_interaction,z_body_object_interaction
234,weak,-0.1703431562810576,-0.628,603.097,0.94,23.0,166.726,-0.9824432825150333,-0.698,541.957,1.0,,4,-0.8615340841320809,9.748,-0.043538348638252566,3.206,-0.04317642101964083,8,0.33774511208017594,1.6,-0.4749307584580417,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,5.58,-0.24783394645188772,2.95,-1.6928953468950443,4.9,0.6475133106666191,5.32,-0.10716541540191742,1.76,-1.110331428541897
235,bug,-0.9471616554695561,-0.754,600.625,0.97,27.0,289.72,-1.0601235266411662,-0.713,588.111,1.0,,3,-1.4560082380105148,10.381,0.3590399075487022,3.029,-0.29480941680685413,20,2.2132664111972584,1.05,-1.3621272110322877,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,3.79,-1.1879171266886581,3.45,-1.3461959830729808,6.06,1.8033449512503517,4.08,-1.3355869054271925,5.296,1.0517701277238671
236,dinner,-0.4107869774584502,-0.667,601.559,0.94,28.0,174.893,-0.11760323124408789,-0.531,604.607,1.0,,6,0.3274142236247869,9.475,-0.21716214633025632,4.014,1.1055210964722708,5,-0.13113521269909467,1.75,-0.23296808957415663,4,-0.3104247440883131,2,0.5037522514300279,1,-0.6133818164857131,3.99,-1.0828798998465607,6.4,0.6993302634771944,3.85,-0.3987136053790018,6.05,0.6160182037258649,5.545,1.2040221886713145
237,sticky,0.0022831768719422485,-0.6,565.364,1.0,27.0,90.6,1.5499326759968979,-0.209,662.333,1.0,,6,0.3274142236247869,8.189,-1.0350383508427727,2.467,-1.0937797198148416,3,-0.4437220958852751,1.8,-0.15231386661286148,5,0.33948432916265947,2,0.5037522514300279,2,1.2404160104448765,4.06,-1.046116870451827,4.65,-0.5141175099000281,4.75,0.4980523226601015,5.19,-0.23595153935618,2.852,-0.44262359498923476
238,cooking,-0.7868657746846277,-0.728,586.212,1.0,26.0,180.003,-0.5318978665834629,-0.611,562.269,1.0,,7,0.9218883775032208,8.793,-0.6509036482568012,3.117,-0.16970374658496268,9,0.4940385536732661,1.7,-0.31362231253545175,5,0.33948432916265947,2,0.5037522514300279,2,1.2404160104448765,5.1,-0.49992329087292137,6.77,0.9558877927055208,4.19,-0.059935365897562445,7.27,1.8246264439120223,,
239,glasses,0.9085714259251904,-0.453,645.343,1.0,28.0,319.656,-0.5008257689330098,-0.605,581.964,1.0,,7,0.9218883775032208,9.053,-0.4855476504548917,3.228,-0.011900003464167658,3,-0.4437220958852751,1.85,-0.07165964365156631,6,0.989393402413632,2,0.5037522514300279,2,1.2404160104448765,4.346,-0.8959136360676277,,,,,,,6.542,1.8136418865211354
240,idea,-1.6191713095294478,-0.863,536.182,1.0,27.0,114.145,-1.054944843699424,-0.712,581.037,0.964,,4,-0.8615340841320809,11.803,1.263410018603756,4.263,1.4595132769864856,2,-0.6000155374783653,1.9,0.008994579309728482,4,-0.3104247440883131,2,0.5037522514300279,1,-0.6133818164857131,5.95,-0.05351507679400775,7.05,1.1500394364458766,4.66,0.4083757298561913,6.11,0.6754579532432174,,
241,tiny,-0.18883883483316471,-0.631,604.97,0.94,25.0,212.225,0.7265220882598894,-0.368,660.48,1.0,,4,-0.8615340841320809,9.665,-0.09632507101347733,3.216,-0.028959867585334673,7,0.18145167048708571,1.75,-0.23296808957415663,4,-0.3104247440883131,2,0.5037522514300279,1,-0.6133818164857131,5.33,-0.3791304800045093,5.1,-0.2020880824601714,4.6,0.34859133465358394,6.16,0.7249910778410107,1.667,-1.1671966561246787
242,male,-0.7067178342921635,-0.715,616.0,0.94,27.0,210.25,-1.2310200637186588,-0.746,552.259,1.0,,4,-0.8615340841320809,10.978,0.7387227178861611,3.239,0.003738205313568296,27,3.30732050234889,1.0,-1.442781433993583,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,5.63,-0.22157463974136352,6.91,1.052963614575699,4.5,0.24895067598257278,5.89,0.4575122050129261,5.5,1.1765067559699687
243,heat,-1.0334748220460561,-0.768,564.706,1.0,23.0,144.559,-1.2517347954856275,-0.75,550.261,1.0,,4,-0.8615340841320809,10.253,0.2776338778616087,3.311,0.10609739004057038,11,0.8066254368594465,1.2,-1.1201645421484026,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,5.33,-0.3791304800045093,4.77,-0.4309096625827334,5.75,1.4944589093702163,5.89,0.4575122050129261,3.0,-0.3521283941048079
244,mouth,-1.0827966315183417,-0.776,537.912,1.0,28.0,145.718,0.8715252106286705,-0.34,706.464,1.0,,5,-0.267059930253647,10.439,0.39592701475066633,3.726,0.6960843575642625,5,-0.13113521269909467,1.7,-0.31362231253545175,3,-0.9603338173392856,1,-0.8281434787069444,1,-0.6133818164857131,3.58,-1.2982062148728604,5.59,0.13767729408545104,4.14,-0.1097556952330689,6.0,0.5664850791280718,6.304,1.668115820234017
245,sports,0.5324926286990125,-0.514,669.941,1.0,26.0,282.768,1.3583214071524365,-0.246,645.577,0.963,,6,0.3274142236247869,10.167,0.2229392016655926,3.149,-0.12421077559518398,6,0.025158228893995518,1.65,-0.3942765354967469,6,0.989393402413632,1,-0.8281434787069444,2,1.2404160104448765,5.74,-0.16380416497820985,,,,,,,,
